date,rookery,section,obs,resample,count
8/22/16,ERE,1,JTS,2,2
8/22/16,ERE,1,JTS,2,3
8/22/16,ERE,1,JTS,2,1
8/22/16,ERE,1,JTS,2,2
8/22/16,ERE,1,JTS,2,2
8/22/16,ERE,1,JTS,2,1
8/22/16,ERE,1,JTS,2,3
8/22/16,ERE,1,JTS,2,2
8/22/16,ERE,1,JTS,2,3
8/22/16,ERE,1,JTS,2,2
8/22/16,ERE,1,JTS,2,3
8/22/16,ERE,1,JTS,2,2
8/22/16,ERE,1,JTS,2,3
8/22/16,ERE,1,JTS,2,1
8/22/16,ERE,1,JTS,2,1
8/23/16,SGZ,3,JTS,2,2
8/23/16,SGZ,3,JTS,2,2
8/23/16,SGZ,3,JTS,2,0
8/23/16,SGZ,2,JTS,2,5
8/23/16,SGZ,2,JTS,2,3
8/23/16,SGZ,2,JTS,2,3
8/23/16,SGZ,2,JTS,2,2
8/23/16,SGZ,2,JTS,2,3
8/23/16,SGZ,2,JTS,2,4
8/23/16,SGZ,2,JTS,2,3
8/23/16,SGZ,2,JTS,2,1
8/23/16,SGZ,2,JTS,2,1
8/23/16,SGZ,2,JTS,2,4
8/23/16,SGZ,1,JTS,2,2
8/23/16,SGZ,1,JTS,2,1
8/23/16,SGZ,1,JTS,2,4
8/23/16,SGZ,1,JTS,2,2
8/23/16,SGZ,1,JTS,2,2
8/23/16,SGZ,1,JTS,2,2
8/23/16,SGZ,1,JTS,2,1
8/23/16,SGZ,1,JTS,2,2
8/23/16,SOU,1,JTS,2,2
8/23/16,SOU,1,JTS,2,4
8/23/16,SOU,1,JTS,2,3
8/23/16,SOU,1,JTS,2,0
8/23/16,SOU,1,JTS,2,1
8/23/16,SOU,1,JTS,2,2
8/23/16,SOU,2,JTS,2,1
8/23/16,SOU,2,JTS,2,3
8/23/16,SOU,2,JTS,2,0
8/23/16,SOU,2,JTS,2,3
8/23/16,SOU,2,JTS,2,3
8/23/16,SOU,2,JTS,2,2
8/23/16,SOU,2,JTS,2,2
8/23/16,SOU,2,JTS,2,1
8/23/16,SOU,2,JTS,2,1
8/23/16,SOU,2,JTS,2,0
8/23/16,SOU,2,JTS,2,2
8/23/16,SOU,2,JTS,2,5
8/23/16,SOU,2,JTS,2,2
8/23/16,SOU,2,JTS,2,3
8/23/16,SOU,2,JTS,2,0
8/23/16,SOU,2,JTS,2,0
8/23/16,SOU,3,JTS,2,2
8/23/16,SOU,3,JTS,2,4
8/23/16,SOU,3,JTS,2,4
8/23/16,SOU,3,JTS,2,1
8/23/16,SOU,3,JTS,2,4
8/23/16,SOU,3,JTS,2,0
8/23/16,SOU,3,JTS,2,3
8/23/16,SOU,3,JTS,2,2
8/23/16,SOU,3,JTS,2,2
8/23/16,SOU,3,JTS,2,2
8/23/16,SGZ,3,JDB,2,3
8/23/16,SGZ,3,JDB,2,3
8/23/16,SGZ,2,JDB,2,4
8/23/16,SGZ,2,JDB,2,4
8/23/16,SGZ,2,JDB,2,1
8/23/16,SGZ,2,JDB,2,4
8/23/16,SGZ,2,JDB,2,4
8/23/16,SGZ,2,JDB,2,0
8/23/16,SGZ,2,JDB,2,3
8/23/16,SGZ,1,JDB,2,2
8/23/16,SGZ,1,JDB,2,1
8/23/16,SGZ,1,JDB,2,1
8/23/16,SGZ,1,JDB,2,3
8/23/16,SGZ,1,JDB,2,3
8/23/16,SGZ,1,JDB,2,4
8/23/16,SGZ,1,JDB,2,4
8/23/16,SGZ,1,JDB,2,2
8/23/16,SOU,1,JDB,2,3
8/23/16,SOU,1,JDB,2,4
8/23/16,SOU,1,JDB,2,3
8/23/16,SOU,1,JDB,2,3
8/23/16,SOU,1,JDB,2,1
8/23/16,SOU,2,JDB,2,2
8/23/16,SOU,2,JDB,2,1
8/23/16,SOU,2,JDB,2,3
8/23/16,SOU,2,JDB,2,4
8/23/16,SOU,2,JDB,2,1
8/23/16,SOU,2,JDB,2,5
8/23/16,SOU,2,JDB,2,1
8/23/16,SOU,2,JDB,2,3
8/23/16,SOU,2,JDB,2,0
8/23/16,SOU,2,JDB,2,2
8/23/16,SOU,2,JDB,2,0
8/23/16,SOU,2,JDB,2,2
8/23/16,SOU,2,JDB,2,4
8/23/16,SOU,2,JDB,2,3
8/23/16,SOU,2,JDB,2,2
8/23/16,SOU,3,JDB,2,2
8/23/16,SOU,3,JDB,2,4
8/23/16,SOU,3,JDB,2,4
8/23/16,SOU,3,JDB,2,1
8/23/16,SOU,3,JDB,2,2
8/23/16,SOU,3,JDB,2,3
8/23/16,SOU,3,JDB,2,2
8/23/16,SOU,3,JDB,2,2
8/23/16,SOU,3,JDB,2,1
8/23/16,SOU,3,JDB,2,2
8/23/16,SOU,3,JDB,2,2
8/23/16,SOU,3,JDB,2,2
8/23/16,SOU,3,JDB,2,3
8/24/16,NOR,5,JTS,2,0
8/24/16,NOR,5,JTS,2,2
8/24/16,NOR,5,JTS,2,4
8/24/16,NOR,5,JTS,2,4
8/24/16,NOR,5,JTS,2,5
8/24/16,NOR,5,JTS,2,1
8/24/16,NOR,5,JTS,2,4
8/24/16,NOR,4,JTS,2,1
8/24/16,NOR,4,JTS,2,1
8/24/16,NOR,4,JTS,2,1
8/24/16,NOR,4,JTS,2,1
8/24/16,NOR,4,JTS,2,2
8/24/16,NOR,4,JTS,2,2
8/24/16,NOR,4,JTS,2,1
8/24/16,NOR,4,JTS,2,3
8/24/16,NOR,4,JTS,2,2
8/24/16,NOR,4,JTS,2,5
8/24/16,NOR,4,JTS,2,4
8/24/16,NOR,4,JTS,2,2
8/24/16,NOR,4,JTS,2,2
8/24/16,NOR,4,JTS,2,5
8/24/16,NOR,3,JTS,2,6
8/24/16,NOR,3,JTS,2,1
8/24/16,NOR,3,JTS,2,3
8/24/16,NOR,3,JTS,2,2
8/24/16,NOR,3,JTS,2,2
8/24/16,NOR,3,JTS,2,4
8/24/16,NOR,3,JTS,2,7
8/24/16,NOR,3,JTS,2,2
8/24/16,NOR,3,JTS,2,3
8/24/16,NOR,3,JTS,2,0
8/24/16,NOR,3,JTS,2,3
8/24/16,NOR,3,JTS,2,3
8/24/16,NOR,3,JTS,2,3
8/24/16,NOR,2,JTS,2,3
8/24/16,NOR,2,JTS,2,2
8/24/16,NOR,2,JTS,2,3
8/24/16,NOR,2,JTS,2,2
8/24/16,NOR,2,JTS,2,2
8/24/16,NOR,2,JTS,2,4
8/24/16,NOR,2,JTS,2,2
8/24/16,NOR,2,JTS,2,0
8/24/16,NOR,2,JTS,2,0
8/24/16,NOR,2,JTS,2,4
8/24/16,NOR,2,JTS,2,2
8/24/16,NOR,2,JTS,2,1
8/24/16,NOR,2,JTS,2,2
8/24/16,NOR,1,JTS,2,3
8/24/16,NOR,1,JTS,2,1
8/24/16,NOR,1,JTS,2,3
8/24/16,NOR,1,JTS,2,2
8/24/16,NOR,1,JTS,2,3
8/24/16,NOR,1,JTS,2,2
8/24/16,NOR,1,JTS,2,2
8/24/16,NOR,1,JTS,2,4
8/24/16,NOR,1,JTS,2,4
8/24/16,NOR,1,JTS,2,3
8/24/16,NOR,1,JTS,2,4
8/24/16,NOR,1,JTS,2,2
8/24/16,STA,1,JTS,2,6
8/24/16,STA,1,JTS,2,0
8/24/16,STA,1,JTS,2,2
8/24/16,STA,1,JTS,2,1
8/24/16,STA,1,JTS,2,2
8/24/16,STA,1,JTS,2,2
8/24/16,NOR,5,JDB,2,2
8/24/16,NOR,5,JDB,2,1
8/24/16,NOR,5,JDB,2,5
8/24/16,NOR,5,JDB,2,6
8/24/16,NOR,5,JDB,2,0
8/24/16,NOR,5,JDB,2,4
8/24/16,NOR,4,JDB,2,1
8/24/16,NOR,4,JDB,2,2
8/24/16,NOR,4,JDB,2,2
8/24/16,NOR,4,JDB,2,3
8/24/16,NOR,4,JDB,2,0
8/24/16,NOR,4,JDB,2,1
8/24/16,NOR,4,JDB,2,4
8/24/16,NOR,4,JDB,2,3
8/24/16,NOR,4,JDB,2,3
8/24/16,NOR,4,JDB,2,1
8/24/16,NOR,4,JDB,2,4
8/24/16,NOR,4,JDB,2,1
8/24/16,NOR,3,JDB,2,1
8/24/16,NOR,3,JDB,2,3
8/24/16,NOR,3,JDB,2,2
8/24/16,NOR,3,JDB,2,4
8/24/16,NOR,3,JDB,2,6
8/24/16,NOR,3,JDB,2,4
8/24/16,NOR,3,JDB,2,3
8/24/16,NOR,3,JDB,2,5
8/24/16,NOR,3,JDB,2,3
